idea_id,run_index,project_id,block,input_tokens,output_tokens,latency_ms,retries
idea-001,0,2b412b76-0377-4026-9d7b-79cfd25c02ac,hypotheses,9889,862,11408,0
idea-001,0,2b412b76-0377-4026-9d7b-79cfd25c02ac,what_if,7345,2672,29075,0
idea-001,0,2b412b76-0377-4026-9d7b-79cfd25c02ac,architecture,7001,728,10422,0
idea-001,0,2b412b76-0377-4026-9d7b-79cfd25c02ac,canvas,3479,2588,23771,0
idea-001,0,2b412b76-0377-4026-9d7b-79cfd25c02ac,models_options,2394,1229,14175,0
idea-001,0,2b412b76-0377-4026-9d7b-79cfd25c02ac,empathy_map,558,1128,13368,0
idea-046,0,31be4b9b-7fef-4870-a225-7e0da9b58268,pitch,10827,1055,13252,0
idea-046,0,31be4b9b-7fef-4870-a225-7e0da9b58268,scenario,10346,460,5900,0
idea-046,0,31be4b9b-7fef-4870-a225-7e0da9b58268,hypotheses,9974,742,9609,0
idea-046,0,31be4b9b-7fef-4870-a225-7e0da9b58268,what_if,7453,2954,32114,0
idea-046,0,31be4b9b-7fef-4870-a225-7e0da9b58268,architecture,7074,387,5504,0
idea-046,0,31be4b9b-7fef-4870-a225-7e0da9b58268,canvas,3535,2555,25416,0
idea-046,0,31be4b9b-7fef-4870-a225-7e0da9b58268,models_options,2450,1217,14760,0
idea-046,0,31be4b9b-7fef-4870-a225-7e0da9b58268,empathy_map,677,1114,13277,0
idea-051,0,04f6da0e-7b13-43d0-8107-98f6c8883047,pitch,10776,1081,13407,0
idea-051,0,04f6da0e-7b13-43d0-8107-98f6c8883047,scenario,10293,556,6708,0
idea-051,0,04f6da0e-7b13-43d0-8107-98f6c8883047,hypotheses,9953,673,8573,0
idea-051,0,04f6da0e-7b13-43d0-8107-98f6c8883047,what_if,7181,2898,30636,0
idea-051,0,04f6da0e-7b13-43d0-8107-98f6c8883047,architecture,6809,380,4865,0
idea-051,0,04f6da0e-7b13-43d0-8107-98f6c8883047,canvas,3404,2491,24403,0
idea-051,0,04f6da0e-7b13-43d0-8107-98f6c8883047,models_options,2370,1172,13863,0
idea-051,0,04f6da0e-7b13-43d0-8107-98f6c8883047,empathy_map,578,1123,13735,0
idea-063,0,db818cc4-e1a5-46aa-a157-5416662a2321,pitch,11086,991,11021,0
idea-063,0,db818cc4-e1a5-46aa-a157-5416662a2321,scenario,10577,593,7853,0
idea-063,0,db818cc4-e1a5-46aa-a157-5416662a2321,hypotheses,10139,1212,15301,0
idea-063,0,db818cc4-e1a5-46aa-a157-5416662a2321,what_if,7505,2807,29640,0
idea-063,0,db818cc4-e1a5-46aa-a157-5416662a2321,architecture,7139,477,7021,0
idea-063,0,db818cc4-e1a5-46aa-a157-5416662a2321,canvas,3628,2849,27308,0
idea-063,0,db818cc4-e1a5-46aa-a157-5416662a2321,models_options,2507,1260,14834,0
idea-063,0,db818cc4-e1a5-46aa-a157-5416662a2321,empathy_map,669,1179,14185,0
idea-070,0,6f0bd5da-f2d1-4f77-9734-ab08a1726c4d,pitch,10621,957,12029,0
idea-070,0,6f0bd5da-f2d1-4f77-9734-ab08a1726c4d,scenario,10099,633,8378,0
idea-070,0,6f0bd5da-f2d1-4f77-9734-ab08a1726c4d,hypotheses,9751,984,12160,0
idea-070,0,6f0bd5da-f2d1-4f77-9734-ab08a1726c4d,what_if,7163,2811,29118,0
idea-070,0,6f0bd5da-f2d1-4f77-9734-ab08a1726c4d,architecture,6784,387,5225,0
idea-070,0,6f0bd5da-f2d1-4f77-9734-ab08a1726c4d,canvas,3256,2523,25317,0
idea-070,0,6f0bd5da-f2d1-4f77-9734-ab08a1726c4d,models_options,2214,1178,14041,0
idea-070,0,6f0bd5da-f2d1-4f77-9734-ab08a1726c4d,empathy_map,554,986,11473,0
idea-097,0,9679c54e-ffcb-44e1-87c9-ac2d499c3b5c,scenario,10089,558,7136,2
idea-097,0,9679c54e-ffcb-44e1-87c9-ac2d499c3b5c,hypotheses,9664,1216,16265,0
idea-097,0,9679c54e-ffcb-44e1-87c9-ac2d499c3b5c,what_if,7163,2552,27216,0
idea-097,0,9679c54e-ffcb-44e1-87c9-ac2d499c3b5c,architecture,6847,528,7621,0
idea-097,0,9679c54e-ffcb-44e1-87c9-ac2d499c3b5c,canvas,3392,2533,24019,1
idea-097,0,9679c54e-ffcb-44e1-87c9-ac2d499c3b5c,models_options,2319,1214,14190,0
idea-097,0,9679c54e-ffcb-44e1-87c9-ac2d499c3b5c,empathy_map,561,1103,14644,0
idea-100,0,61e896d4-3a28-481f-854c-0362fb542b69,pitch,11145,992,11955,0
idea-100,0,61e896d4-3a28-481f-854c-0362fb542b69,scenario,10579,545,8108,0
idea-100,0,61e896d4-3a28-481f-854c-0362fb542b69,hypotheses,10045,956,11934,0
idea-100,0,61e896d4-3a28-481f-854c-0362fb542b69,what_if,7498,2664,28486,0
idea-100,0,61e896d4-3a28-481f-854c-0362fb542b69,architecture,7128,378,5247,0
idea-100,0,61e896d4-3a28-481f-854c-0362fb542b69,canvas,3516,2606,25957,0
idea-100,0,61e896d4-3a28-481f-854c-0362fb542b69,models_options,2472,1326,16368,0
idea-100,0,61e896d4-3a28-481f-854c-0362fb542b69,empathy_map,667,1133,12101,0
